case_id,tier,category,sample_index,needle_position,expected_answer,expected_json,distractor_answers,target_prompt_tokens,estimated_prompt_tokens,prompt_hash
fact_recall-90-0015,0.9,fact_recall,15,0.75,FR-90-0015-KAPPA,"{""answer"": ""FR-90-0015-KAPPA"", ""evidence_id"": ""FACT-90-0015""}",[],221677,221383,360dff36ec1ca992
needle_position-90-0016,0.9,needle_position,16,0.75,ND-90-0016-ORCHID,"{""answer"": ""ND-90-0016-ORCHID"", ""evidence_id"": ""NEEDLE-90-0016""}",[],221677,221377,4f23c1f73039d7ec
multi_hop-90-0017,0.9,multi_hop,17,,Reviewer-90-0017-LYRA,"{""answer"": ""Reviewer-90-0017-LYRA"", ""chain"": [""Person-90-0017"", ""Project-90-0017"", ""Track-90-0017""]}",[],221677,221572,56b610fae902a941
instruction_following-90-0018,0.9,instruction_following,18,0.1,OK-90-0018,"{""answer"": ""OK-90-0018"", ""safety_phrase"": ""RULE-90-0018-NO-COMPRESS""}",[],221677,220601,22371b4eebaedb9c
distractor_resistance-90-0019,0.9,distractor_resistance,19,0.82,Owner-90-0019-NOVA,"{""answer"": ""Owner-90-0019-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-90-0019""}","[""Owner-90-0019-MIRA"", ""Owner-90-0019-SOL""]",221677,221503,c16a8a8ea1d2778b
fact_recall-90-0020,0.9,fact_recall,20,0.95,FR-90-0020-KAPPA,"{""answer"": ""FR-90-0020-KAPPA"", ""evidence_id"": ""FACT-90-0020""}",[],221677,221654,81d1b489dba808e1
needle_position-90-0021,0.9,needle_position,21,0.95,ND-90-0021-ORCHID,"{""answer"": ""ND-90-0021-ORCHID"", ""evidence_id"": ""NEEDLE-90-0021""}",[],221677,221633,26444e9ee9319f8e
multi_hop-90-0022,0.9,multi_hop,22,,Reviewer-90-0022-LYRA,"{""answer"": ""Reviewer-90-0022-LYRA"", ""chain"": [""Person-90-0022"", ""Project-90-0022"", ""Track-90-0022""]}",[],221677,221617,4ecd13ad55ece05b
instruction_following-90-0023,0.9,instruction_following,23,0.5,OK-90-0023,"{""answer"": ""OK-90-0023"", ""safety_phrase"": ""RULE-90-0023-NO-COMPRESS""}",[],221677,221088,732ee3db1af735a0
distractor_resistance-90-0024,0.9,distractor_resistance,24,0.82,Owner-90-0024-NOVA,"{""answer"": ""Owner-90-0024-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-90-0024""}","[""Owner-90-0024-MIRA"", ""Owner-90-0024-SOL""]",221677,221475,6a829685110b6537
fact_recall-95-0000,0.95,fact_recall,0,0.05,FR-95-0000-KAPPA,"{""answer"": ""FR-95-0000-KAPPA"", ""evidence_id"": ""FACT-95-0000""}",[],233992,232763,b4419f3b8369eb6a
needle_position-95-0001,0.95,needle_position,1,0.05,ND-95-0001-ORCHID,"{""answer"": ""ND-95-0001-ORCHID"", ""evidence_id"": ""NEEDLE-95-0001""}",[],233992,232755,1a2b9a2f502c3118
multi_hop-95-0002,0.95,multi_hop,2,,Reviewer-95-0002-LYRA,"{""answer"": ""Reviewer-95-0002-LYRA"", ""chain"": [""Person-95-0002"", ""Project-95-0002"", ""Track-95-0002""]}",[],233992,233941,96c95f44814e6664
instruction_following-95-0003,0.95,instruction_following,3,0.1,OK-95-0003,"{""answer"": ""OK-95-0003"", ""safety_phrase"": ""RULE-95-0003-NO-COMPRESS""}",[],233992,232854,dd5b36a25d1beb09
distractor_resistance-95-0004,0.95,distractor_resistance,4,0.82,Owner-95-0004-NOVA,"{""answer"": ""Owner-95-0004-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-95-0004""}","[""Owner-95-0004-MIRA"", ""Owner-95-0004-SOL""]",233992,233804,4d62ad092ddd8006
fact_recall-95-0005,0.95,fact_recall,5,0.25,FR-95-0005-KAPPA,"{""answer"": ""FR-95-0005-KAPPA"", ""evidence_id"": ""FACT-95-0005""}",[],233992,233031,434506e08a42ae60
needle_position-95-0006,0.95,needle_position,6,0.25,ND-95-0006-ORCHID,"{""answer"": ""ND-95-0006-ORCHID"", ""evidence_id"": ""NEEDLE-95-0006""}",[],233992,233063,5561e5a5cfeac46c
multi_hop-95-0007,0.95,multi_hop,7,,Reviewer-95-0007-LYRA,"{""answer"": ""Reviewer-95-0007-LYRA"", ""chain"": [""Person-95-0007"", ""Project-95-0007"", ""Track-95-0007""]}",[],233992,233953,3191bc95aed2eeff
instruction_following-95-0008,0.95,instruction_following,8,0.5,OK-95-0008,"{""answer"": ""OK-95-0008"", ""safety_phrase"": ""RULE-95-0008-NO-COMPRESS""}",[],233992,233353,83c69489bb98a800
distractor_resistance-95-0009,0.95,distractor_resistance,9,0.82,Owner-95-0009-NOVA,"{""answer"": ""Owner-95-0009-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-95-0009""}","[""Owner-95-0009-MIRA"", ""Owner-95-0009-SOL""]",233992,233825,79365281de872f1a
fact_recall-95-0010,0.95,fact_recall,10,0.5,FR-95-0010-KAPPA,"{""answer"": ""FR-95-0010-KAPPA"", ""evidence_id"": ""FACT-95-0010""}",[],233992,233363,2868a77747c011ed
needle_position-95-0011,0.95,needle_position,11,0.5,ND-95-0011-ORCHID,"{""answer"": ""ND-95-0011-ORCHID"", ""evidence_id"": ""NEEDLE-95-0011""}",[],233992,233387,283c8f3f2b441d69
multi_hop-95-0012,0.95,multi_hop,12,,Reviewer-95-0012-LYRA,"{""answer"": ""Reviewer-95-0012-LYRA"", ""chain"": [""Person-95-0012"", ""Project-95-0012"", ""Track-95-0012""]}",[],233992,233893,72c24d45ebce81a9
instruction_following-95-0013,0.95,instruction_following,13,0.85,OK-95-0013,"{""answer"": ""OK-95-0013"", ""safety_phrase"": ""RULE-95-0013-NO-COMPRESS""}",[],233992,233850,62dbbc50b87c36b6
distractor_resistance-95-0014,0.95,distractor_resistance,14,0.82,Owner-95-0014-NOVA,"{""answer"": ""Owner-95-0014-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-95-0014""}","[""Owner-95-0014-MIRA"", ""Owner-95-0014-SOL""]",233992,233783,e535bad9e7ebcdba
fact_recall-95-0015,0.95,fact_recall,15,0.75,FR-95-0015-KAPPA,"{""answer"": ""FR-95-0015-KAPPA"", ""evidence_id"": ""FACT-95-0015""}",[],233992,233665,a38971c8186cc3d3
needle_position-95-0016,0.95,needle_position,16,0.75,ND-95-0016-ORCHID,"{""answer"": ""ND-95-0016-ORCHID"", ""evidence_id"": ""NEEDLE-95-0016""}",[],233992,233673,39209d874af153a2
multi_hop-95-0017,0.95,multi_hop,17,,Reviewer-95-0017-LYRA,"{""answer"": ""Reviewer-95-0017-LYRA"", ""chain"": [""Person-95-0017"", ""Project-95-0017"", ""Track-95-0017""]}",[],233992,233892,2b2bb6e5e99a60fe
instruction_following-95-0018,0.95,instruction_following,18,0.1,OK-95-0018,"{""answer"": ""OK-95-0018"", ""safety_phrase"": ""RULE-95-0018-NO-COMPRESS""}",[],233992,232898,4518f49f8e3b80cb
distractor_resistance-95-0019,0.95,distractor_resistance,19,0.82,Owner-95-0019-NOVA,"{""answer"": ""Owner-95-0019-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-95-0019""}","[""Owner-95-0019-MIRA"", ""Owner-95-0019-SOL""]",233992,233741,ac4e8f8db9de76be
fact_recall-95-0020,0.95,fact_recall,20,0.95,FR-95-0020-KAPPA,"{""answer"": ""FR-95-0020-KAPPA"", ""evidence_id"": ""FACT-95-0020""}",[],233992,233941,519c756efa62916a
needle_position-95-0021,0.95,needle_position,21,0.95,ND-95-0021-ORCHID,"{""answer"": ""ND-95-0021-ORCHID"", ""evidence_id"": ""NEEDLE-95-0021""}",[],233992,233933,c0297b105c7c53cd
multi_hop-95-0022,0.95,multi_hop,22,,Reviewer-95-0022-LYRA,"{""answer"": ""Reviewer-95-0022-LYRA"", ""chain"": [""Person-95-0022"", ""Project-95-0022"", ""Track-95-0022""]}",[],233992,233919,4153ed072d5d6d64
instruction_following-95-0023,0.95,instruction_following,23,0.5,OK-95-0023,"{""answer"": ""OK-95-0023"", ""safety_phrase"": ""RULE-95-0023-NO-COMPRESS""}",[],233992,233364,4917469f85877e8b
distractor_resistance-95-0024,0.95,distractor_resistance,24,0.82,Owner-95-0024-NOVA,"{""answer"": ""Owner-95-0024-NOVA"", ""evidence_id"": ""DISTRACTOR-AUTH-95-0024""}","[""Owner-95-0024-MIRA"", ""Owner-95-0024-SOL""]",233992,233781,b69317993d9e8910
