case_id,health_profile,tier,category,sample_index,needle_position,expected_answer,expected_json,distractor_answers,target_prompt_tokens,estimated_prompt_tokens,prompt_hash
habits-multi_hop-80-0002,habits,0.8,multi_hop,2,,HABITS-MULTI_HOP-80-0002-AMRUN,"{""answer"": ""HABITS-MULTI_HOP-80-0002-AMRUN"", ""chain"": [""PLAN-HABITS-80-0002"", ""SLOT-HABITS-80-0002"", ""ROUTINE-HABITS-80-0002""]}",[],197046,196997,3b49f1e050446029
habits-instruction_following-80-0003,habits,0.8,instruction_following,3,0.1,HABITS-INSTRUCTION_FOLLOWING-80-0003-AMRUN,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-80-0003-AMRUN"", ""safety_phrase"": ""HEALTH-RULE-80-0003-NO-MEDICAL-ADVICE""}",[],197046,196497,2df75ff7720f307a
habits-distractor_resistance-80-0004,habits,0.8,distractor_resistance,4,0.84,HABITS-DISTRACTOR_RESISTANCE-80-0004-AMRUN,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-80-0004-AMRUN"", ""evidence_id"": ""HEALTH-CURRENT-80-0004""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-80-0004-AMRUN"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-80-0004-AMRUN""]",197046,197007,0c85756d6af534fc
habits-fact_recall-80-0005,habits,0.8,fact_recall,5,0.25,HABITS-FACT_RECALL-80-0005-Z2BIKE,"{""answer"": ""HABITS-FACT_RECALL-80-0005-Z2BIKE"", ""evidence_id"": ""HEALTH-HABIT-80-0005""}",[],197046,196625,501a5e7b49cf300c
habits-needle_position-80-0006,habits,0.8,needle_position,6,0.25,HABITS-NEEDLE_POSITION-80-0006-Z2BIKE,"{""answer"": ""HABITS-NEEDLE_POSITION-80-0006-Z2BIKE"", ""evidence_id"": ""HEALTH-NEEDLE-80-0006""}",[],197046,196642,1c4fc4f2ba8a1986
habits-multi_hop-80-0007,habits,0.8,multi_hop,7,,HABITS-MULTI_HOP-80-0007-Z2BIKE,"{""answer"": ""HABITS-MULTI_HOP-80-0007-Z2BIKE"", ""chain"": [""PLAN-HABITS-80-0007"", ""SLOT-HABITS-80-0007"", ""ROUTINE-HABITS-80-0007""]}",[],197046,197031,9c7bc243f5272610
habits-instruction_following-80-0008,habits,0.8,instruction_following,8,0.5,HABITS-INSTRUCTION_FOLLOWING-80-0008-Z2BIKE,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-80-0008-Z2BIKE"", ""safety_phrase"": ""HEALTH-RULE-80-0008-NO-MEDICAL-ADVICE""}",[],197046,196833,7e3ef46b0d681582
habits-distractor_resistance-80-0009,habits,0.8,distractor_resistance,9,0.84,HABITS-DISTRACTOR_RESISTANCE-80-0009-Z2BIKE,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-80-0009-Z2BIKE"", ""evidence_id"": ""HEALTH-CURRENT-80-0009""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-80-0009-Z2BIKE"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-80-0009-Z2BIKE""]",197046,196994,1ae55270481a4844
habits-fact_recall-80-0010,habits,0.8,fact_recall,10,0.5,HABITS-FACT_RECALL-80-0010-YOGA,"{""answer"": ""HABITS-FACT_RECALL-80-0010-YOGA"", ""evidence_id"": ""HEALTH-HABIT-80-0010""}",[],197046,196823,eebd4f8f8fee3350
habits-needle_position-80-0011,habits,0.8,needle_position,11,0.5,HABITS-NEEDLE_POSITION-80-0011-YOGA,"{""answer"": ""HABITS-NEEDLE_POSITION-80-0011-YOGA"", ""evidence_id"": ""HEALTH-NEEDLE-80-0011""}",[],197046,196796,5753d94766084a71
habits-multi_hop-80-0012,habits,0.8,multi_hop,12,,HABITS-MULTI_HOP-80-0012-YOGA,"{""answer"": ""HABITS-MULTI_HOP-80-0012-YOGA"", ""chain"": [""PLAN-HABITS-80-0012"", ""SLOT-HABITS-80-0012"", ""ROUTINE-HABITS-80-0012""]}",[],197046,196990,ff43129d2b6e4bc9
habits-instruction_following-80-0013,habits,0.8,instruction_following,13,0.85,HABITS-INSTRUCTION_FOLLOWING-80-0013-YOGA,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-80-0013-YOGA"", ""safety_phrase"": ""HEALTH-RULE-80-0013-NO-MEDICAL-ADVICE""}",[],197046,197042,5ef0cc3fbdb93d0e
habits-distractor_resistance-80-0014,habits,0.8,distractor_resistance,14,0.84,HABITS-DISTRACTOR_RESISTANCE-80-0014-YOGA,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-80-0014-YOGA"", ""evidence_id"": ""HEALTH-CURRENT-80-0014""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-80-0014-YOGA"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-80-0014-YOGA""]",197046,197019,6f84891046826c09
habits-fact_recall-80-0015,habits,0.8,fact_recall,15,0.75,HABITS-FACT_RECALL-80-0015-MEALPREP,"{""answer"": ""HABITS-FACT_RECALL-80-0015-MEALPREP"", ""evidence_id"": ""HEALTH-HABIT-80-0015""}",[],197046,196935,059d7e8a2f92cad5
habits-needle_position-80-0016,habits,0.8,needle_position,16,0.75,HABITS-NEEDLE_POSITION-80-0016-MEALPREP,"{""answer"": ""HABITS-NEEDLE_POSITION-80-0016-MEALPREP"", ""evidence_id"": ""HEALTH-NEEDLE-80-0016""}",[],197046,196919,7e0845543ab7ef16
habits-multi_hop-80-0017,habits,0.8,multi_hop,17,,HABITS-MULTI_HOP-80-0017-MEALPREP,"{""answer"": ""HABITS-MULTI_HOP-80-0017-MEALPREP"", ""chain"": [""PLAN-HABITS-80-0017"", ""SLOT-HABITS-80-0017"", ""ROUTINE-HABITS-80-0017""]}",[],197046,197043,9cbf96b57679a493
habits-instruction_following-80-0018,habits,0.8,instruction_following,18,0.1,HABITS-INSTRUCTION_FOLLOWING-80-0018-MEALPREP,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-80-0018-MEALPREP"", ""safety_phrase"": ""HEALTH-RULE-80-0018-NO-MEDICAL-ADVICE""}",[],197046,196548,eab07ce4df75f702
habits-distractor_resistance-80-0019,habits,0.8,distractor_resistance,19,0.84,HABITS-DISTRACTOR_RESISTANCE-80-0019-MEALPREP,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-80-0019-MEALPREP"", ""evidence_id"": ""HEALTH-CURRENT-80-0019""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-80-0019-MEALPREP"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-80-0019-MEALPREP""]",197046,196964,24d0ed898b6e6783
habits-fact_recall-80-0020,habits,0.8,fact_recall,20,0.95,HABITS-FACT_RECALL-80-0020-SLEEPLOCK,"{""answer"": ""HABITS-FACT_RECALL-80-0020-SLEEPLOCK"", ""evidence_id"": ""HEALTH-HABIT-80-0020""}",[],197046,197019,37d719049e2c4c1d
habits-needle_position-80-0021,habits,0.8,needle_position,21,0.95,HABITS-NEEDLE_POSITION-80-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-80-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-80-0021""}",[],197046,197021,3c4ba5d0a4251d25
habits-multi_hop-80-0022,habits,0.8,multi_hop,22,,HABITS-MULTI_HOP-80-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-80-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-80-0022"", ""SLOT-HABITS-80-0022"", ""ROUTINE-HABITS-80-0022""]}",[],197046,197044,4bb02b485d59b82f
habits-instruction_following-80-0023,habits,0.8,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-80-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-80-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-80-0023-NO-MEDICAL-ADVICE""}",[],197046,196810,10e40d6d3567122f
habits-distractor_resistance-80-0024,habits,0.8,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-80-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-80-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-80-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-80-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-80-0024-SLEEPLOCK""]",197046,197026,f468780da5a5b8b4
habits-fact_recall-90-0000,habits,0.9,fact_recall,0,0.05,HABITS-FACT_RECALL-90-0000-AMRUN,"{""answer"": ""HABITS-FACT_RECALL-90-0000-AMRUN"", ""evidence_id"": ""HEALTH-HABIT-90-0000""}",[],221677,221067,91382062c6cc124f
habits-needle_position-90-0001,habits,0.9,needle_position,1,0.05,HABITS-NEEDLE_POSITION-90-0001-AMRUN,"{""answer"": ""HABITS-NEEDLE_POSITION-90-0001-AMRUN"", ""evidence_id"": ""HEALTH-NEEDLE-90-0001""}",[],221677,221055,b4aa41a27880470e
habits-multi_hop-90-0002,habits,0.9,multi_hop,2,,HABITS-MULTI_HOP-90-0002-AMRUN,"{""answer"": ""HABITS-MULTI_HOP-90-0002-AMRUN"", ""chain"": [""PLAN-HABITS-90-0002"", ""SLOT-HABITS-90-0002"", ""ROUTINE-HABITS-90-0002""]}",[],221677,221675,ceeccad33bb8d5b3
habits-instruction_following-90-0003,habits,0.9,instruction_following,3,0.1,HABITS-INSTRUCTION_FOLLOWING-90-0003-AMRUN,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-90-0003-AMRUN"", ""safety_phrase"": ""HEALTH-RULE-90-0003-NO-MEDICAL-ADVICE""}",[],221677,221098,c95dfdb19aad0d08
habits-distractor_resistance-90-0004,habits,0.9,distractor_resistance,4,0.84,HABITS-DISTRACTOR_RESISTANCE-90-0004-AMRUN,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-90-0004-AMRUN"", ""evidence_id"": ""HEALTH-CURRENT-90-0004""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-90-0004-AMRUN"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-90-0004-AMRUN""]",221677,221631,e3e0a1076c66291f
habits-fact_recall-90-0005,habits,0.9,fact_recall,5,0.25,HABITS-FACT_RECALL-90-0005-Z2BIKE,"{""answer"": ""HABITS-FACT_RECALL-90-0005-Z2BIKE"", ""evidence_id"": ""HEALTH-HABIT-90-0005""}",[],221677,221206,fb95356deb26a006
habits-needle_position-90-0006,habits,0.9,needle_position,6,0.25,HABITS-NEEDLE_POSITION-90-0006-Z2BIKE,"{""answer"": ""HABITS-NEEDLE_POSITION-90-0006-Z2BIKE"", ""evidence_id"": ""HEALTH-NEEDLE-90-0006""}",[],221677,221255,fc03beb3ae038512
habits-multi_hop-90-0007,habits,0.9,multi_hop,7,,HABITS-MULTI_HOP-90-0007-Z2BIKE,"{""answer"": ""HABITS-MULTI_HOP-90-0007-Z2BIKE"", ""chain"": [""PLAN-HABITS-90-0007"", ""SLOT-HABITS-90-0007"", ""ROUTINE-HABITS-90-0007""]}",[],221677,221675,8e6fad111ca52910
habits-instruction_following-90-0008,habits,0.9,instruction_following,8,0.5,HABITS-INSTRUCTION_FOLLOWING-90-0008-Z2BIKE,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-90-0008-Z2BIKE"", ""safety_phrase"": ""HEALTH-RULE-90-0008-NO-MEDICAL-ADVICE""}",[],221677,221356,6c2e99dfdfc49ea5
habits-distractor_resistance-90-0009,habits,0.9,distractor_resistance,9,0.84,HABITS-DISTRACTOR_RESISTANCE-90-0009-Z2BIKE,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-90-0009-Z2BIKE"", ""evidence_id"": ""HEALTH-CURRENT-90-0009""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-90-0009-Z2BIKE"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-90-0009-Z2BIKE""]",221677,221663,9e86522c8ac4ac29
habits-fact_recall-90-0010,habits,0.9,fact_recall,10,0.5,HABITS-FACT_RECALL-90-0010-YOGA,"{""answer"": ""HABITS-FACT_RECALL-90-0010-YOGA"", ""evidence_id"": ""HEALTH-HABIT-90-0010""}",[],221677,221373,9c17fc485637c83f
habits-needle_position-90-0011,habits,0.9,needle_position,11,0.5,HABITS-NEEDLE_POSITION-90-0011-YOGA,"{""answer"": ""HABITS-NEEDLE_POSITION-90-0011-YOGA"", ""evidence_id"": ""HEALTH-NEEDLE-90-0011""}",[],221677,221368,856be0de8a7c52e8
habits-multi_hop-90-0012,habits,0.9,multi_hop,12,,HABITS-MULTI_HOP-90-0012-YOGA,"{""answer"": ""HABITS-MULTI_HOP-90-0012-YOGA"", ""chain"": [""PLAN-HABITS-90-0012"", ""SLOT-HABITS-90-0012"", ""ROUTINE-HABITS-90-0012""]}",[],221677,221647,a88b2cede2f2bb3f
habits-instruction_following-90-0013,habits,0.9,instruction_following,13,0.85,HABITS-INSTRUCTION_FOLLOWING-90-0013-YOGA,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-90-0013-YOGA"", ""safety_phrase"": ""HEALTH-RULE-90-0013-NO-MEDICAL-ADVICE""}",[],221677,221563,97d1be70a6489de3
habits-distractor_resistance-90-0014,habits,0.9,distractor_resistance,14,0.84,HABITS-DISTRACTOR_RESISTANCE-90-0014-YOGA,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-90-0014-YOGA"", ""evidence_id"": ""HEALTH-CURRENT-90-0014""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-90-0014-YOGA"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-90-0014-YOGA""]",221677,221618,e1d74ef0218e6a04
habits-fact_recall-90-0015,habits,0.9,fact_recall,15,0.75,HABITS-FACT_RECALL-90-0015-MEALPREP,"{""answer"": ""HABITS-FACT_RECALL-90-0015-MEALPREP"", ""evidence_id"": ""HEALTH-HABIT-90-0015""}",[],221677,221605,a1ad58baefd847cc
habits-needle_position-90-0016,habits,0.9,needle_position,16,0.75,HABITS-NEEDLE_POSITION-90-0016-MEALPREP,"{""answer"": ""HABITS-NEEDLE_POSITION-90-0016-MEALPREP"", ""evidence_id"": ""HEALTH-NEEDLE-90-0016""}",[],221677,221511,d38200aa1c0648e4
habits-multi_hop-90-0017,habits,0.9,multi_hop,17,,HABITS-MULTI_HOP-90-0017-MEALPREP,"{""answer"": ""HABITS-MULTI_HOP-90-0017-MEALPREP"", ""chain"": [""PLAN-HABITS-90-0017"", ""SLOT-HABITS-90-0017"", ""ROUTINE-HABITS-90-0017""]}",[],221677,221663,f1a18af11dddf011
habits-instruction_following-90-0018,habits,0.9,instruction_following,18,0.1,HABITS-INSTRUCTION_FOLLOWING-90-0018-MEALPREP,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-90-0018-MEALPREP"", ""safety_phrase"": ""HEALTH-RULE-90-0018-NO-MEDICAL-ADVICE""}",[],221677,221111,46f386b7501d8881
habits-distractor_resistance-90-0019,habits,0.9,distractor_resistance,19,0.84,HABITS-DISTRACTOR_RESISTANCE-90-0019-MEALPREP,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-90-0019-MEALPREP"", ""evidence_id"": ""HEALTH-CURRENT-90-0019""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-90-0019-MEALPREP"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-90-0019-MEALPREP""]",221677,221603,6612581ea6ff80af
habits-fact_recall-90-0020,habits,0.9,fact_recall,20,0.95,HABITS-FACT_RECALL-90-0020-SLEEPLOCK,"{""answer"": ""HABITS-FACT_RECALL-90-0020-SLEEPLOCK"", ""evidence_id"": ""HEALTH-HABIT-90-0020""}",[],221677,221647,80b8162e1603fb8a
habits-needle_position-90-0021,habits,0.9,needle_position,21,0.95,HABITS-NEEDLE_POSITION-90-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-90-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-90-0021""}",[],221677,221673,e3445c65bd9697b8
habits-multi_hop-90-0022,habits,0.9,multi_hop,22,,HABITS-MULTI_HOP-90-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-90-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-90-0022"", ""SLOT-HABITS-90-0022"", ""ROUTINE-HABITS-90-0022""]}",[],221677,221674,e3e8a2169d460d14
habits-instruction_following-90-0023,habits,0.9,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-90-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-90-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-90-0023-NO-MEDICAL-ADVICE""}",[],221677,221392,724352be960e8579
habits-distractor_resistance-90-0024,habits,0.9,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-90-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-90-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-90-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-90-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-90-0024-SLEEPLOCK""]",221677,221586,4f11b07e3ab0c953
habits-fact_recall-95-0000,habits,0.95,fact_recall,0,0.05,HABITS-FACT_RECALL-95-0000-AMRUN,"{""answer"": ""HABITS-FACT_RECALL-95-0000-AMRUN"", ""evidence_id"": ""HEALTH-HABIT-95-0000""}",[],233992,233349,de87cbe0731ef924
habits-needle_position-95-0001,habits,0.95,needle_position,1,0.05,HABITS-NEEDLE_POSITION-95-0001-AMRUN,"{""answer"": ""HABITS-NEEDLE_POSITION-95-0001-AMRUN"", ""evidence_id"": ""HEALTH-NEEDLE-95-0001""}",[],233992,233346,ae76c4b4f38f5aff
habits-multi_hop-95-0002,habits,0.95,multi_hop,2,,HABITS-MULTI_HOP-95-0002-AMRUN,"{""answer"": ""HABITS-MULTI_HOP-95-0002-AMRUN"", ""chain"": [""PLAN-HABITS-95-0002"", ""SLOT-HABITS-95-0002"", ""ROUTINE-HABITS-95-0002""]}",[],233992,233989,369de428810540a4
habits-instruction_following-95-0003,habits,0.95,instruction_following,3,0.1,HABITS-INSTRUCTION_FOLLOWING-95-0003-AMRUN,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-95-0003-AMRUN"", ""safety_phrase"": ""HEALTH-RULE-95-0003-NO-MEDICAL-ADVICE""}",[],233992,233364,160243a3813fdc9e
habits-distractor_resistance-95-0004,habits,0.95,distractor_resistance,4,0.84,HABITS-DISTRACTOR_RESISTANCE-95-0004-AMRUN,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-95-0004-AMRUN"", ""evidence_id"": ""HEALTH-CURRENT-95-0004""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-95-0004-AMRUN"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-95-0004-AMRUN""]",233992,233953,93eae9c5714c5563
habits-fact_recall-95-0005,habits,0.95,fact_recall,5,0.25,HABITS-FACT_RECALL-95-0005-Z2BIKE,"{""answer"": ""HABITS-FACT_RECALL-95-0005-Z2BIKE"", ""evidence_id"": ""HEALTH-HABIT-95-0005""}",[],233992,233404,a8961d9ebbe696de
habits-needle_position-95-0006,habits,0.95,needle_position,6,0.25,HABITS-NEEDLE_POSITION-95-0006-Z2BIKE,"{""answer"": ""HABITS-NEEDLE_POSITION-95-0006-Z2BIKE"", ""evidence_id"": ""HEALTH-NEEDLE-95-0006""}",[],233992,233473,08834113db34c3d9
habits-multi_hop-95-0007,habits,0.95,multi_hop,7,,HABITS-MULTI_HOP-95-0007-Z2BIKE,"{""answer"": ""HABITS-MULTI_HOP-95-0007-Z2BIKE"", ""chain"": [""PLAN-HABITS-95-0007"", ""SLOT-HABITS-95-0007"", ""ROUTINE-HABITS-95-0007""]}",[],233992,233938,f9dad82711bf7e85
habits-instruction_following-95-0008,habits,0.95,instruction_following,8,0.5,HABITS-INSTRUCTION_FOLLOWING-95-0008-Z2BIKE,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-95-0008-Z2BIKE"", ""safety_phrase"": ""HEALTH-RULE-95-0008-NO-MEDICAL-ADVICE""}",[],233992,233635,c4e018ebe0e7a970
habits-distractor_resistance-95-0009,habits,0.95,distractor_resistance,9,0.84,HABITS-DISTRACTOR_RESISTANCE-95-0009-Z2BIKE,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-95-0009-Z2BIKE"", ""evidence_id"": ""HEALTH-CURRENT-95-0009""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-95-0009-Z2BIKE"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-95-0009-Z2BIKE""]",233992,233872,585f30f9763ed57e
habits-fact_recall-95-0010,habits,0.95,fact_recall,10,0.5,HABITS-FACT_RECALL-95-0010-YOGA,"{""answer"": ""HABITS-FACT_RECALL-95-0010-YOGA"", ""evidence_id"": ""HEALTH-HABIT-95-0010""}",[],233992,233700,741df0d96f47fd71
habits-needle_position-95-0011,habits,0.95,needle_position,11,0.5,HABITS-NEEDLE_POSITION-95-0011-YOGA,"{""answer"": ""HABITS-NEEDLE_POSITION-95-0011-YOGA"", ""evidence_id"": ""HEALTH-NEEDLE-95-0011""}",[],233992,233720,784ecd7796ea2914
habits-multi_hop-95-0012,habits,0.95,multi_hop,12,,HABITS-MULTI_HOP-95-0012-YOGA,"{""answer"": ""HABITS-MULTI_HOP-95-0012-YOGA"", ""chain"": [""PLAN-HABITS-95-0012"", ""SLOT-HABITS-95-0012"", ""ROUTINE-HABITS-95-0012""]}",[],233992,233990,200bbe99fccec597
habits-instruction_following-95-0013,habits,0.95,instruction_following,13,0.85,HABITS-INSTRUCTION_FOLLOWING-95-0013-YOGA,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-95-0013-YOGA"", ""safety_phrase"": ""HEALTH-RULE-95-0013-NO-MEDICAL-ADVICE""}",[],233992,233939,eab4583ce1947bb8
habits-distractor_resistance-95-0014,habits,0.95,distractor_resistance,14,0.84,HABITS-DISTRACTOR_RESISTANCE-95-0014-YOGA,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-95-0014-YOGA"", ""evidence_id"": ""HEALTH-CURRENT-95-0014""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-95-0014-YOGA"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-95-0014-YOGA""]",233992,233863,0054ad6d2b1dc829
habits-fact_recall-95-0015,habits,0.95,fact_recall,15,0.75,HABITS-FACT_RECALL-95-0015-MEALPREP,"{""answer"": ""HABITS-FACT_RECALL-95-0015-MEALPREP"", ""evidence_id"": ""HEALTH-HABIT-95-0015""}",[],233992,233864,74c8fa7bf5fe23f2
habits-needle_position-95-0016,habits,0.95,needle_position,16,0.75,HABITS-NEEDLE_POSITION-95-0016-MEALPREP,"{""answer"": ""HABITS-NEEDLE_POSITION-95-0016-MEALPREP"", ""evidence_id"": ""HEALTH-NEEDLE-95-0016""}",[],233992,233890,7360b36160e85ea1
habits-multi_hop-95-0017,habits,0.95,multi_hop,17,,HABITS-MULTI_HOP-95-0017-MEALPREP,"{""answer"": ""HABITS-MULTI_HOP-95-0017-MEALPREP"", ""chain"": [""PLAN-HABITS-95-0017"", ""SLOT-HABITS-95-0017"", ""ROUTINE-HABITS-95-0017""]}",[],233992,233943,a012bfef74e6fd21
habits-instruction_following-95-0018,habits,0.95,instruction_following,18,0.1,HABITS-INSTRUCTION_FOLLOWING-95-0018-MEALPREP,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-95-0018-MEALPREP"", ""safety_phrase"": ""HEALTH-RULE-95-0018-NO-MEDICAL-ADVICE""}",[],233992,233331,e1748749dc2200a4
habits-distractor_resistance-95-0019,habits,0.95,distractor_resistance,19,0.84,HABITS-DISTRACTOR_RESISTANCE-95-0019-MEALPREP,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-95-0019-MEALPREP"", ""evidence_id"": ""HEALTH-CURRENT-95-0019""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-95-0019-MEALPREP"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-95-0019-MEALPREP""]",233992,233891,7d18c0b6af411be3
habits-fact_recall-95-0020,habits,0.95,fact_recall,20,0.95,HABITS-FACT_RECALL-95-0020-SLEEPLOCK,"{""answer"": ""HABITS-FACT_RECALL-95-0020-SLEEPLOCK"", ""evidence_id"": ""HEALTH-HABIT-95-0020""}",[],233992,233992,67072c097f4639d0
habits-needle_position-95-0021,habits,0.95,needle_position,21,0.95,HABITS-NEEDLE_POSITION-95-0021-SLEEPLOCK,"{""answer"": ""HABITS-NEEDLE_POSITION-95-0021-SLEEPLOCK"", ""evidence_id"": ""HEALTH-NEEDLE-95-0021""}",[],233992,233990,1fc390c426f45e5f
habits-multi_hop-95-0022,habits,0.95,multi_hop,22,,HABITS-MULTI_HOP-95-0022-SLEEPLOCK,"{""answer"": ""HABITS-MULTI_HOP-95-0022-SLEEPLOCK"", ""chain"": [""PLAN-HABITS-95-0022"", ""SLOT-HABITS-95-0022"", ""ROUTINE-HABITS-95-0022""]}",[],233992,233989,a38832f0ac13375d
habits-instruction_following-95-0023,habits,0.95,instruction_following,23,0.5,HABITS-INSTRUCTION_FOLLOWING-95-0023-SLEEPLOCK,"{""answer"": ""HABITS-INSTRUCTION_FOLLOWING-95-0023-SLEEPLOCK"", ""safety_phrase"": ""HEALTH-RULE-95-0023-NO-MEDICAL-ADVICE""}",[],233992,233655,da6ffe930952a146
habits-distractor_resistance-95-0024,habits,0.95,distractor_resistance,24,0.84,HABITS-DISTRACTOR_RESISTANCE-95-0024-SLEEPLOCK,"{""answer"": ""HABITS-DISTRACTOR_RESISTANCE-95-0024-SLEEPLOCK"", ""evidence_id"": ""HEALTH-CURRENT-95-0024""}","[""OLD-HABITS-DISTRACTOR_RESISTANCE-95-0024-SLEEPLOCK"", ""RELATED-HABITS-DISTRACTOR_RESISTANCE-95-0024-SLEEPLOCK""]",233992,233938,3b98fe84d963b6aa
